,Unnamed: 0.1,Unnamed: 0,userid,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetid,tweetcreatedts,retweetcount,text,hashtags,language,coordinates,favorite_count,is_retweet,original_tweet_id,original_tweet_userid,original_tweet_username,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,is_quote_status,quoted_status_id,quoted_status_userid,quoted_status_username,extractedts,neg,neu,pos,compound
5140,8694,8694,3970194814,Jo_Stor3y,𝕊𝕠𝕞𝕖𝕥𝕚𝕞𝕖𝕤 𝕚𝕥 𝕥𝕒𝕜𝕖𝕤 𝕠𝕟𝕝𝕪 𝕠𝕟𝕖 𝕒𝕔𝕥 𝕠𝕗 𝕜𝕚𝕟𝕕𝕟𝕖𝕤𝕤 𝕒𝕟𝕕 𝕔𝕒𝕣𝕚𝕟𝕘 𝕥𝕠 𝕔𝕙𝕒𝕟𝕘𝕖 𝕒 𝕡𝕖𝕣𝕤𝕠𝕟’𝕤 𝕝𝕚𝕗𝕖.,"Newcastle Upon Tyne, England",1200,564,2554,2015-10-16 06:31:42.000000,1568082142999228416,2022-09-09 03:41:31,0,"RIP to a wonderful woman 🇬🇧 
#QueenElizabeth Rest In Peace Queen Elizabeth II https://t.co/bnY5zp3qME","[{'text': 'QueenElizabeth', 'indices': [29, 44]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-09 03:47:37.112024,0.0,0.625,0.375,0.802
12874,23231,23231,385193199,mob22media,|| Social Media Manager GCX|| Media & Event Entrepreneur || Host FMC || DM 4 Advert || Blues💙 || ²⁰²¹Media Entrepreneur Of The Year,,5956,8336,47877,2011-10-05 01:44:36.000000,1568121065720750080,2022-09-09 06:16:11,9,"Do you really need to break your account because you want to slay? Do you know you can get quality shoes at the range of 5500-8000? Search no more because @Omahoflagos1 got you covered.. Affordable and quality shoes❤️😌https://t.co/sdKR5lRFFo

Chelsea #QueenElizabeth #BBNaija https://t.co/x3DGa44bXj","[{'text': 'QueenElizabeth', 'indices': [251, 266]}, {'text': 'BBNaija', 'indices': [267, 275]}]",en,,12,False,0,0,,0,0,,False,0,0,,2022-09-09 06:33:28.009245,0.044,0.869,0.086,0.264
13682,24861,24861,2922820864,UATV_en,UATV is a 24/7 international broadcaster from Kyiv who targets broad audiences around the globe. https://t.co/XsISdSR7Su,Ukraine,480,12477,15500,2014-12-15 12:16:35.000000,1568124040396656643,2022-09-09 06:28:00,6,"🇺🇦From September 1, #Ukraine's Armed Forces freed more than a thousand square kilometers of Ukraine from Russian occupation, - @ZelenskyyUa 

#StandWithUkraine #russiaisateroriststate https://t.co/kgoxmi1GcM","[{'text': 'Ukraine', 'indices': [20, 28]}, {'text': 'StandWithUkraine', 'indices': [142, 159]}, {'text': 'russiaisateroriststate', 'indices': [160, 183]}]",en,,19,False,0,0,,0,0,,False,0,0,,2022-09-09 11:34:05.881657,0.0,0.891,0.109,0.4019
2784,4568,4568,1520810562724147202,hur_leyla,"Word renowned Spiritual Medium, Psychic Wellness Counselor, Reiki Master, Spiritual Life Coach, Bestselling Contributing Author, Former Radio Show Host.","Williams, Arizona ",345,18,40,2022-05-01 17:04:25.000000,1568066948826808320,2022-09-09 02:41:08,0,"Am I the only one who felt like they lost a beloved family member, today? #heartbroken #QueenElizabeth #QueenElizabethII #ProudlyBritish #British #QueenElizabethIIMemorial","[{'text': 'heartbroken', 'indices': [74, 86]}, {'text': 'QueenElizabeth', 'indices': [87, 102]}, {'text': 'QueenElizabethII', 'indices': [103, 120]}, {'text': 'ProudlyBritish', 'indices': [121, 136]}, {'text': 'British', 'indices': [137, 145]}, {'text': 'QueenElizabethIIMemorial', 'indices': [146, 171]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-09 03:03:09.878579,0.224,0.578,0.197,-0.2023
28635,56370,56370,1036629666654826498,africuniatv,"Creative content hub🏅🌟
News, Fashion, entertainment, sport, movies",United Kingdom ,50,317,620,2018-09-03 14:59:06.000000,1568291338319273986,2022-09-09 17:32:47,1,"BIDEN RAINS PLAUDIT ON QUEEN ELIZABETH, DESCRIBES HER AS AN INCREDIBLY DECENT AND GRACIOUS WOMAN.
https://t.co/O8oChpTq2l
.
#africunia #africuniatv #biden #joebiden #whitehouse #tectono #chiefnnaemeka #queenelizabeth #royalfamily #princewilliam #katemiddleton https://t.co/ZatPFCnyeZ","[{'text': 'africunia', 'indices': [124, 134]}, {'text': 'africuniatv', 'indices': [135, 147]}, {'text': 'biden', 'indices': [148, 154]}, {'text': 'joebiden', 'indices': [155, 164]}, {'text': 'whitehouse', 'indices': [165, 176]}, {'text': 'tectono', 'indices': [177, 185]}, {'text': 'chiefnnaemeka', 'indices': [186, 200]}, {'text': 'queenelizabeth', 'indices': [201, 216]}, {'text': 'royalfamily', 'indices': [217, 229]}, {'text': 'princewilliam', 'indices': [230, 244]}, {'text': 'katemiddleton', 'indices': [245, 259]}]",en,,2,False,0,0,,0,0,,False,0,0,,2022-09-09 19:37:46.849713,0.0,0.842,0.158,0.7396
8592,14974,14974,932141958,GardenersofEden,Hip-Hop Collective ... click on link and enjoy the Music 🔊🎵🎶🎤,"Newcastle, South Africa",11095,14398,111200,2012-11-07 14:15:05.000000,1568099409904164865,2022-09-09 04:50:07,0,"@MorningLiveSABC @LeanneManas @SakinaKamwendo #QueenElizabeth ordered the colonization, raping and killing innocent people across the world. She killed Princess Diana and she stole the Cullinan diamond and still has it today. #ArchieandLizbet #QueenElizabethII #LondonBridgeIsDown","[{'text': 'QueenElizabeth', 'indices': [46, 61]}, {'text': 'ArchieandLizbet', 'indices': [226, 242]}, {'text': 'QueenElizabethII', 'indices': [243, 260]}, {'text': 'LondonBridgeIsDown', 'indices': [261, 280]}]",en,,0,False,0,0,,0,485644333,MorningLiveSABC,False,0,0,,2022-09-09 05:03:32.513255,0.295,0.602,0.103,-0.8979
16425,30495,30495,2560633296,Neyasit_alt,"Україна über alles, курво!☝️",Україна Лебедин/Шостка,702,2394,92697,2014-06-11 05:34:01.000000,1568136471235756032,2022-09-09 07:17:23,0,@tipofthespear42 @Eisenh0den Thank you!,[],en,,1,False,0,0,,1558779385179668480,1292849327107448832,tipofthespear42,False,0,0,,2022-09-09 16:57:53.717063,0.0,0.518,0.482,0.4199
23749,46448,46448,303123833,Dutchmountains0,Bonking Disinformation and propaganda,,145,153,1240,2011-05-22 10:15:57.000000,1568234099810107392,2022-09-09 13:45:20,0,"@DasRgen What is it with those putler lovers  ? They could have a beautiful prosperous country , but choose to use all effort and money to make other countries look like the same shithole as ruSSia is now . #RussiaIsATerroristState #visabanforrussians #Pedoputin #nafo","[{'text': 'RussiaIsATerroristState', 'indices': [207, 231]}, {'text': 'visabanforrussians', 'indices': [232, 251]}, {'text': 'Pedoputin', 'indices': [252, 262]}, {'text': 'nafo', 'indices': [263, 268]}]",en,,1,False,0,0,,1568123610010730496,1396000107200401408,DasRgen,False,0,0,,2022-09-09 18:53:05.421484,0.0,0.797,0.203,0.8381
32540,64294,64294,3364490722,onestandard4all,"Wherever there is injustice, you will find us.
Wherever there is suffering, we'll be there.
Wherever liberty is threatened, you will find...",,170,78,10457,2015-07-07 16:58:39.000000,1568339288701419520,2022-09-09 20:43:19,1,Random thoughts...Folks have been saying 4 months to give @ZelenskyyUa @DefenceU what they need instead of being afraid of #Putin. @POTUS @EU_Commission @NATO stall ball on weapons is appalling. @Ukraine has earned the right to humiliate #Putin @ErinBurnett @PressSec @wolfblitzer https://t.co/8y3xI8mn0J,"[{'text': 'Putin', 'indices': [123, 129]}, {'text': 'Putin', 'indices': [238, 244]}]",en,,1,False,0,0,,0,0,,True,1567880491608547328,1463064072136671232,NekoD67859966,2022-09-10 04:50:56.196128,0.224,0.776,0.0,-0.8658
16122,29835,29835,53347083,SophieScribbles,🧴Skincare Stockpiler ⁣ 🌱⁣⁣⁣Lifelong Veggie ⁣ 📍West Midlands ⁣⁣⁣ 🏳️‍🌈 🧋🥯⁣ 💻 Latest Blog Post 👇🏼⁣⁣,"Birmingham, England",668,920,23092,2009-07-03 09:57:18.000000,1568134953937903616,2022-09-09 07:11:22,0,Nipped out to get the papers this morning and saw so many sad faces #QueenElizabeth https://t.co/S3qo4JAKsl,"[{'text': 'QueenElizabeth', 'indices': [68, 83]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-09 07:17:53.806900,0.184,0.816,0.0,-0.5233
22525,43733,43733,925332900,ma_khodabandeh,The Director of Middle East Strategy Consultants is Massoud Khodabandeh,"London, England",312,2263,13478,2012-11-04 13:20:22.000000,1568216373372805123,2022-09-09 12:34:54,2,"This rare occasion in #RussiaUkraineWar will be remembered in history.
#Putin conveyed his condolences despite the ongoing conflict in Ukraine and the Queen’s support for its people. #Zelensky  earlier also paid tribute to the #QueenElizabeth. 
***
https://t.co/LqrhMCplBI","[{'text': 'RussiaUkraineWar', 'indices': [22, 39]}, {'text': 'Putin', 'indices': [71, 77]}, {'text': 'Zelensky', 'indices': [183, 192]}, {'text': 'QueenElizabeth', 'indices': [227, 242]}]",en,,5,False,0,0,,0,0,,False,0,0,,2022-09-09 18:23:16.592303,0.0,0.882,0.118,0.5664
8265,14311,14311,133355663,SainaPoddar,Founder @magicalpainting | Investment Banking Analyst | Social Media Influencer | Fitnesses Enthusiast |,Mumbai,268,722,11752,2010-04-15 15:40:14.000000,1568097678298386432,2022-09-09 04:43:15,0,RIP Queen #QueenElizabeth https://t.co/Xwf9Qtzc2F,"[{'text': 'QueenElizabeth', 'indices': [10, 25]}]",en,,0,False,0,0,,0,0,,True,1568094375456002048,3108351,WSJ,2022-09-09 05:04:21.836632,0.0,1.0,0.0,0.0
8161,14103,14103,1277332910,Rishav96agarwal,Founder @picxele | Growth Head @tummoc4u | 30 Companies Invested & Mentoring 3 @cribdotin @pushstarters @jarapphq @sateeqinvest,"Bengaluru, India",240,503,2131,2013-03-18 10:02:17.000000,1568097086637510656,2022-09-09 04:40:53,0,"Why shall she rest in peace?? 
It's okay to pray being a Human Being. But we shall not forget the precious lives of Indians!!
#QueenElizabeth","[{'text': 'QueenElizabeth', 'indices': [126, 141]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-09 05:04:40.192647,0.124,0.619,0.257,0.3173
32496,64195,64195,1491321544366346241,1917rising,Class War Veteran. Ukrainian-Canadian. Canuck Bohunk.  Stop NATO! (🎙️Bolshevik affiliated media),Somewhere in the Canadian Bush,397,331,2920,2022-02-09 08:02:47.000000,1568338724416815106,2022-09-09 20:41:04,0,"One these NATO loving, US puppet #Russians beaking off on MSM! 
75-80% of Russians support the special military operation! Every member of the State Duma voted yes. More grandstanding from a losing west Neo-Liberal Neo-Fascist https://t.co/QLbyD4x0yJ","[{'text': 'Russians', 'indices': [33, 42]}]",en,,2,False,0,0,,0,0,,False,0,0,,2022-09-10 07:54:10.613875,0.056,0.671,0.272,0.8745
33905,66989,66989,1120094628592537602,ToastPete,"Inspired by #MayorPete’s eloquence and vision for #TheNewEra | @lis_smith follows me, and that’s everything #Pete2024 💕🥑",,2033,2083,17174,2019-04-21 22:39:04.000000,1568356500355284993,2022-09-09 21:51:42,0,@IAPonomarenko May God keep them safe #GloryToUkraine #SlavaUkraini,"[{'text': 'GloryToUkraine', 'indices': [38, 53]}, {'text': 'SlavaUkraini', 'indices': [54, 67]}]",en,,0,False,0,0,,1568343224762384384,262219168,IAPonomarenko,False,0,0,,2022-09-10 04:42:12.449811,0.0,0.545,0.455,0.6124
14273,26056,26056,1344962323761520641,EuroScot2021,#Yesbiker #ProScottish #ProEnglish #AntiUK Nothing better than the smell of Scottish Unionist Fear 😎🏴󠁧󠁢󠁳󠁣󠁴󠁿🏍 Leal tae Scotland #BriansforIndy,"Edinburgh, Scotland, Europe",1823,1852,15636,2021-01-01 11:03:27.000000,1568126077502980097,2022-09-09 06:36:05,1,"#QueenElisabeth #Queen #QueenElizabethIIMemorial 

Should the hard up tax payers foot the bill for the funeral or her own family.
Please retweet for a fair consensus.","[{'text': 'QueenElisabeth', 'indices': [0, 15]}, {'text': 'Queen', 'indices': [16, 22]}, {'text': 'QueenElizabethIIMemorial', 'indices': [23, 48]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-09 06:48:13.985496,0.132,0.712,0.156,0.1779
35711,70244,70244,3979810455,Cicke69,"Moderate rebel against NWO. Anti NATO, Anti War, for Multipolar World. Changed three countries without moving at all. European, Yugoslavian, Serbian. #nolefam",Belgrade City,2023,2979,78788,2015-10-17 13:48:48.000000,1568386685318189060,2022-09-09 23:51:39,2,"It is obvious why #Ukraine would want to dislodge #Russia from #Izyum. This would simplify and secure lines of communication to #Slovyansk and greatly complicate the Russian push in the #Donbas by freeing Ukraine’s northern flank. 

13/ https://t.co/jNnPA2Q6vE","[{'text': 'Ukraine', 'indices': [18, 26]}, {'text': 'Russia', 'indices': [50, 57]}, {'text': 'Izyum', 'indices': [63, 69]}, {'text': 'Slovyansk', 'indices': [128, 138]}, {'text': 'Donbas', 'indices': [186, 193]}]",en,,8,False,0,0,,1568386017190887424,3979810455,Cicke69,False,0,0,,2022-09-10 08:24:01.158145,0.0,0.837,0.163,0.7003
13976,25467,25467,1084849545517776896,foolishthree,he/him. researcher.,🇮🇳🇬🇧🇪🇺,200,133,4862,2019-01-14 16:27:41.000000,1568125072661151746,2022-09-09 06:32:06,0,"taken too soon, at a young age of 96 #QueenElizabeth","[{'text': 'QueenElizabeth', 'indices': [37, 52]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-09 06:48:35.117486,0.0,1.0,0.0,0.0
32503,64214,64214,30423511,surveyork,"https://t.co/N3CZYI4kms
https://t.co/wFHMmjY0mV",Adeje,79,114,19694,2009-04-11 08:51:02.000000,1568338838774317061,2022-09-09 20:41:32,0,".@Bundeskanzler @OlafScholz, your hands are covered in Ukranian blood, and you smell of #RussianGAS. Those stains &amp; smell will haunt you forever.
#Germany #Russia #NordStream1 #infamy #shame #genocideEnabler #GenocideOfUkrainians #RussianWarCrimesInUkraine https://t.co/sgQQl4IFra","[{'text': 'RussianGAS', 'indices': [88, 99]}, {'text': 'Germany', 'indices': [150, 158]}, {'text': 'Russia', 'indices': [159, 166]}, {'text': 'NordStream1', 'indices': [167, 179]}, {'text': 'infamy', 'indices': [180, 187]}, {'text': 'shame', 'indices': [188, 194]}, {'text': 'genocideEnabler', 'indices': [195, 211]}, {'text': 'GenocideOfUkrainians', 'indices': [212, 233]}, {'text': 'RussianWarCrimesInUkraine', 'indices': [234, 260]}]",en,,0,False,0,0,,0,0,,True,1568333510242344960,1497852126223118336,SFimbul,2022-09-10 04:08:52.204659,0.167,0.833,0.0,-0.7003
15547,28574,28574,421325684,markymcgookin,"Live, enjoy and appreciate. Realistic thinker ⚠️ The views expressed are too ill-considered to be anything other than my own⚠️On the Square",Newtownabbey  Northern Ireland,773,555,4175,2011-11-25 20:12:24.000000,1568132497476550657,2022-09-09 07:01:36,0,"If these two people found forgiveness in their lifetime then I have to believe that my Children have the chance of a future free from hate and sectarianism.

""We all die. The goal isn't to live
forever, the goal is to create
something that will”.

Chuck Palahniuk
#QueenElizabeth https://t.co/8eX8jQxUn6","[{'text': 'QueenElizabeth', 'indices': [264, 279]}]",en,,1,False,0,0,,0,0,,False,0,0,,2022-09-09 07:18:25.795711,0.126,0.715,0.158,-0.0258
22960,44763,44763,1538918177027112965,militarywar881,https://t.co/0cH6QrjAQA,Ukraine ,0,12,500,2022-06-20 16:14:32.000000,1568223322483163136,2022-09-09 13:02:30,0,"#Armed Forces of #Ukraine on #action against #Russian #forces
👇🇷🇺🇺🇦
https://t.co/6XG2jyhZJn

#BREAKING
#Update
#UkraineRussianWar #Ukraine
 #RussianUkrainewar #UkraineWar #UkraineRussiaWar #Kherson #RussiaUkraineWar #NATO #Donbass #odessa #Kyiv #UkrainianArmy #Kharkiv
#ATTACk","[{'text': 'Armed', 'indices': [0, 6]}, {'text': 'Ukraine', 'indices': [17, 25]}, {'text': 'action', 'indices': [29, 36]}, {'text': 'Russian', 'indices': [45, 53]}, {'text': 'forces', 'indices': [54, 61]}, {'text': 'BREAKING', 'indices': [93, 102]}, {'text': 'Update', 'indices': [103, 110]}, {'text': 'UkraineRussianWar', 'indices': [111, 129]}, {'text': 'Ukraine', 'indices': [130, 138]}, {'text': 'RussianUkrainewar', 'indices': [140, 158]}, {'text': 'UkraineWar', 'indices': [159, 170]}, {'text': 'UkraineRussiaWar', 'indices': [171, 188]}, {'text': 'Kherson', 'indices': [189, 197]}, {'text': 'RussiaUkraineWar', 'indices': [198, 215]}, {'text': 'NATO', 'indices': [216, 221]}, {'text': 'Donbass', 'indices': [222, 230]}, {'text': 'odessa', 'indices': [231, 238]}, {'text': 'Kyiv', 'indices': [239, 244]}, {'text': 'UkrainianArmy', 'indices': [245, 259]}, {'text': 'Kharkiv', 'indices': [260, 268]}, {'text': 'ATTACk', 'indices': [269, 276]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-10 06:38:57.009210,0.097,0.903,0.0,-0.4767
11195,19891,19891,207503994,lmsiddall,"Pro Triathlete. 4x Ironman Champ, 2018 ETU Long Course Champ. 4xWorld Champion (Amateur), British but Global. Engineer, Consultant. Don't Die Wondering.",Global ,1818,3771,9509,2010-10-25 13:12:21.000000,1568112091445477376,2022-09-09 05:40:31,0,"Love this! Totally what we all do when we see cows… “cows” or perhaps “mooo”, also insert “sheeeeep” … but love this #QueenElizabeth https://t.co/rJuVLeXyZ5","[{'text': 'QueenElizabeth', 'indices': [117, 132]}]",en,,2,False,0,0,,0,0,,True,1567946730079145984,1041334590768525312,SlenderSherbet,2022-09-09 05:47:41.217487,0.0,0.717,0.283,0.8655
24846,48622,48622,1392529781053345793,SOURCESIGNALINT,"Christian; News+Analysis 24/7;
BA/MSW: History/Poli-Sci; Psych/Social Work; Gold Star Brother; 2nd Spirituality Feed: @DivineAmmoDepot;
Hope This Finds You Well","Chicago, IL",879,570,10353,2021-05-12 17:19:30.000000,1568246957268680710,2022-09-09 14:36:25,0,"These latest reports coming from #Ukraine are stunning (if accurate)...

Reportedly, this penetration by the #UkrainianArmy has been swift and severe into #Russia-occupied areas...

#UkraineWar #BREAKING #update 
#Russiaisateroriststate #NaziRussia #Putin #War #CombatNews #Intel https://t.co/eA24N00uj5","[{'text': 'Ukraine', 'indices': [33, 41]}, {'text': 'UkrainianArmy', 'indices': [109, 123]}, {'text': 'Russia', 'indices': [155, 162]}, {'text': 'UkraineWar', 'indices': [182, 193]}, {'text': 'BREAKING', 'indices': [194, 203]}, {'text': 'update', 'indices': [204, 211]}, {'text': 'Russiaisateroriststate', 'indices': [213, 236]}, {'text': 'NaziRussia', 'indices': [237, 248]}, {'text': 'Putin', 'indices': [249, 255]}, {'text': 'War', 'indices': [256, 260]}, {'text': 'CombatNews', 'indices': [261, 272]}, {'text': 'Intel', 'indices': [273, 279]}]",en,,1,False,0,0,,0,0,,True,1567974442856513536,1504914737653596160,LvivJournal,2022-09-09 18:19:44.639568,0.159,0.733,0.108,-0.4767
35520,69928,69928,241104901,evamaile,We must become the change we want to see in the world. -- Mohandas K. Gandhi,All over the place,1037,747,49579,2011-01-21 13:34:00.000000,1568382574170615809,2022-09-09 23:35:19,0,@JohnZhangSV @WarMonitor3 Sounds good to me... #StandWithUkraine,"[{'text': 'StandWithUkraine', 'indices': [47, 64]}]",en,,1,False,0,0,,1568194340656381952,1457117902566420480,JohnZhangSV,False,0,0,,2022-09-10 07:06:42.426234,0.0,0.674,0.326,0.4404
14032,25586,25586,61083422,theSundaily,Breaking news updates from the website of Malaysia's free and largest circulating urban newspaper. Like Thesundaily on Facebook & Instagram.,Petaling Jaya,464,163595,224021,2009-07-29 01:58:44.000000,1568125261618757634,2022-09-09 06:32:51,0,"Queen Elizabeth, Britain’s longest-reigning monarch and the nation’s figurehead for seven decades

 https://t.co/dX5uxbO4Od 

#theSun #thesundaily #British #QueenElizabeth #RoyalFamily #BuckinghamPalace","[{'text': 'theSun', 'indices': [126, 133]}, {'text': 'thesundaily', 'indices': [134, 146]}, {'text': 'British', 'indices': [147, 155]}, {'text': 'QueenElizabeth', 'indices': [156, 171]}, {'text': 'RoyalFamily', 'indices': [172, 184]}, {'text': 'BuckinghamPalace', 'indices': [185, 202]}]",en,,0,False,0,0,,0,0,,False,0,0,,2022-09-09 06:48:32.235997,0.0,1.0,0.0,0.0
22348,43324,43324,16392119,MRHYPERPCS,I'm a willing participant in the game of Life. #Design #Music #Art #Tech #Love #Kyiv they sustain me.,"Martinez, GA",4207,3605,52716,2008-09-21 16:13:09.000000,1568213444985331713,2022-09-09 12:23:15,0,@putinsucks69 @AzzurraIris @WarMonitor3 Thank you for your explanation of raisin for non Ukrainian speaking people. All will be #Ukraine!!!,"[{'text': 'Ukraine', 'indices': [128, 136]}]",en,,0,False,0,0,,1568203635259052032,1505263371461009408,putinsucks69,False,0,0,,2022-09-09 14:27:29.811464,0.0,0.842,0.158,0.5229
